id_producto;sku;nombre;categoria;subcategoria;medida;creado_en
1047;BAN-(CA;BANANO UNIDADES;ABARROTES;EMPAQUES;UNIDADES;Sat Feb 21 2026 15:51:39 GMT-0600 (hora estándar central)
